Date_spry,Time_spry,Latitude_spry,Longitude_spry,day_spry,month_spry,year_spry
2011-09-07,204852.0,41.97795,-87.8024066666667,7,9,2011
2011-09-07,,41.9856518944139,-87.8146391549338,7,9,2011
2011-09-07,204322.0,41.9739533333333,-87.8012083333333,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,214030.0,41.990155,-87.8178283333333,7,9,2011
2011-09-07,203820.0,41.9796183333333,-87.8220566666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.9969324275182,-87.81598321845259,7,9,2011
2011-09-07,,41.983587796867106,-87.8102709484976,7,9,2011
2011-09-07,,41.993428261915604,-87.80599874659859,7,9,2011
2011-08-29,185918.0,42.3936,-88.0882316666667,29,8,2011
2011-09-07,,41.993332257378505,-87.8203034226202,7,9,2011
2011-09-07,,41.98838802372,-87.8119990301647,7,9,2011
2011-09-07,205807.0,41.974909999999994,-87.8157566666667,7,9,2011
2011-09-07,213300.0,41.986415,-87.82310333333331,7,9,2011
2011-09-07,210740.0,41.974568333333295,-87.8095583333333,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,203912.0,41.9704783333333,-87.7988366666667,7,9,2011
2011-09-07,,41.9894440736277,-87.808302855488,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,210402.0,41.971971666666704,-87.79346,7,9,2011
2011-09-07,,41.996164391221704,-87.81372711183171,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.9871879670068,-87.8012465220142,7,9,2011
2011-09-07,,41.995972382147606,-87.8102709484976,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.989108057748,-87.80691078970058,7,9,2011
2011-09-07,210940.0,41.977551666666706,-87.8100533333333,7,9,2011
2011-09-07,202830.0,41.9826333333333,-87.8180816666667,7,9,2011
2011-09-07,202942.0,41.9687616666667,-87.79645,7,9,2011
2011-09-07,,41.9934762641841,-87.8131990868779,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,201802.0,41.9755866666667,-87.79271,7,9,2011
2011-09-07,205330.0,41.971056666666705,-87.81844,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.9886760373312,-87.7944301998831,7,9,2011
2011-09-07,,41.987283971543896,-87.8068627874321,7,9,2011
2011-09-07,210506.0,41.97842,-87.8072266666667,7,9,2011
2011-08-29,190258.0,42.394104999999996,-88.09425,29,8,2011
2011-09-07,,41.9943403050176,-87.8056627307189,7,9,2011
2011-09-07,,41.9867079443215,-87.79611027928159,7,9,2011
2011-09-07,,41.987811996497705,-87.8086868736362,7,9,2011
2011-09-07,203610.0,41.98061,-87.8189733333333,7,9,2011
2011-09-07,210326.0,41.9782983333333,-87.81107166666669,7,9,2011
2011-09-07,,41.9868519511271,-87.8030226059498,7,9,2011
2011-08-29,190908.0,42.391275,-88.0956083333333,29,8,2011
2011-09-07,201112.0,41.9727233333333,-87.791525,7,9,2011
2011-09-07,210316.0,41.978308333333295,-87.8117066666667,7,9,2011
2011-09-07,,41.9830597719133,-87.80695879196921,7,9,2011
2011-09-07,205952.0,41.973831666666705,-87.80075,7,9,2011
2011-09-07,,41.995732370805,-87.81895935910141,7,9,2011
2011-09-07,203230.0,41.982315,-87.8212516666667,7,9,2011
2011-09-07,201850.0,41.981255,-87.8283616666667,7,9,2011
2011-09-07,202932.0,41.968579999999996,-87.796065,7,9,2011
2011-09-07,,41.9844038354321,-87.80691078970058,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,205526.0,41.9753266666667,-87.8169633333333,7,9,2011
2011-09-07,202040.0,41.9837783333333,-87.82481,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,213330.0,41.986746666666704,-87.8212383333333,7,9,2011
2011-09-07,,41.9926122233506,-87.81377511410031,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,205300.0,41.972623333333296,-87.818505,7,9,2011
2011-09-07,,41.988292019183,-87.80561472845041,7,9,2011
2011-09-07,195750.0,41.976296666666705,-87.833715,7,9,2011
2011-09-07,203632.0,41.977140000000006,-87.7987766666667,7,9,2011
2011-09-07,204542.0,41.969365,-87.8024966666667,7,9,2011
2011-09-07,205140.0,41.9741483333333,-87.8216333333333,7,9,2011
2011-09-07,,41.9827717583022,-87.8004304834492,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,211520.0,41.97926,-87.80904,7,9,2011
2011-09-07,195720.0,41.97637,-87.8319016666667,7,9,2011
2011-09-07,204340.0,41.977923333333294,-87.8185133333333,7,9,2011
2011-08-29,190028.0,42.3924766666667,-88.08821,29,8,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,195650.0,41.9751833333333,-87.8317166666667,7,9,2011
2011-09-07,203442.0,41.9816033333333,-87.7984666666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-08-29,190648.0,42.392463333333296,-88.096435,29,8,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-08-29,190458.0,42.3949316666667,-88.095555,29,8,2011
2011-09-07,210322.0,41.972035,-87.79024333333331,7,9,2011
2011-09-07,194212.0,41.982766666666706,-87.7881916666667,7,9,2011
2011-09-07,,41.9930922460359,-87.8051347057651,7,9,2011
2011-09-07,202600.0,41.9826616666667,-87.8170933333333,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194242.0,41.982741666666705,-87.7902766666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-08-29,190838.0,42.39186,-88.09514,29,8,2011
2011-09-07,,41.9923722120079,-87.81708727062879,7,9,2011
2011-09-07,,41.9851718717286,-87.8109909825256,7,9,2011
2011-09-07,,41.9923722120079,-87.8167512547491,7,9,2011
2011-09-07,200050.0,41.977658333333295,-87.83184,7,9,2011
2011-09-07,200622.0,41.9786366666667,-87.7902016666667,7,9,2011
2011-09-07,201930.0,41.9830883333333,-87.8282183333333,7,9,2011
2011-09-07,202920.0,41.981778333333295,-87.819305,7,9,2011
2011-09-07,211920.0,41.97953333333329,-87.8136283333333,7,9,2011
2011-09-07,202832.0,41.97137,-87.7951716666667,7,9,2011
2011-09-07,213110.0,41.98507,-87.82326,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.9852198739971,-87.79289412729021,7,9,2011
2011-09-07,212700.0,41.9871833333333,-87.8168883333333,7,9,2011
2011-09-07,,41.9935242664526,-87.8103669530347,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.982819760570706,-87.79601427474459,7,9,2011
2011-09-07,201752.0,41.9759966666667,-87.7927083333333,7,9,2011
2011-09-07,200652.0,41.977709999999995,-87.790205,7,9,2011
2011-09-07,195722.0,41.9704,-87.7879466666667,7,9,2011
2011-09-07,202350.0,41.9833116666667,-87.8250683333333,7,9,2011
2011-09-07,,41.992036196128204,-87.8077748305341,7,9,2011
2011-08-29,191418.0,42.3930533333333,-88.094515,29,8,2011
2011-09-07,,41.9895880804333,-87.8041746603945,7,9,2011
2011-08-29,185658.0,42.3916233333333,-88.0891633333333,29,8,2011
2011-09-07,,41.983923812746895,-87.8119030256276,7,9,2011
2011-09-07,210206.0,41.975215000000006,-87.8120583333333,7,9,2011
2011-09-07,211140.0,41.976878333333296,-87.8103983333333,7,9,2011
2011-09-07,,41.9948203277029,-87.80691078970058,7,9,2011
2011-09-07,213540.0,41.9901583333333,-87.8217233333333,7,9,2011
2011-09-07,202010.0,41.9839666666667,-87.82674,7,9,2011
2011-09-07,195710.0,41.9761,-87.8317166666667,7,9,2011
2011-09-07,211640.0,41.980546666666704,-87.810885,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.984595844506295,-87.8022545696533,7,9,2011
2011-09-07,205656.0,41.976890000000004,-87.8157833333333,7,9,2011
2011-09-07,212440.0,41.988586666666706,-87.8214283333333,7,9,2011
2011-09-07,210002.0,41.973835,-87.7999216666667,7,9,2011
2011-09-07,,41.9898280917759,-87.80940690766408,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.985123869460104,-87.79966244715281,7,9,2011
2011-08-29,191128.0,42.38946,-88.09389499999999,29,8,2011
2011-09-07,200730.0,41.9786966666667,-87.8313016666667,7,9,2011
2011-09-07,213500.0,41.9894916666667,-87.8212916666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,195840.0,41.975643333333295,-87.83623,7,9,2011
2011-08-29,185808.0,42.391026666666704,-88.0880016666667,29,8,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.995012336777,-87.82145547706492,7,9,2011
2011-09-07,205732.0,41.97513666666671,-87.80476166666669,7,9,2011
2011-09-07,,41.9853638808027,-87.81276706646109,7,9,2011
2011-09-07,,41.9917001802485,-87.8037426399777,7,9,2011
2011-09-07,,41.99438830728621,-87.81017494396059,7,9,2011
2011-09-07,213250.0,41.985855,-87.8231433333333,7,9,2011
2011-09-07,200100.0,41.9779433333333,-87.8316,7,9,2011
2011-09-07,203352.0,41.9808883333333,-87.7976816666667,7,9,2011
2011-09-07,,41.9953963549253,-87.80998293488649,7,9,2011
2011-09-07,,41.987763994229205,-87.8084468622936,7,9,2011
2011-09-07,,41.9863719284418,-87.7903500070582,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,202500.0,41.98324,-87.82121500000001,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,201010.0,41.9773333333333,-87.8310466666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.9827717583022,-87.7950062271055,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,203130.0,41.982316666666705,-87.8217866666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,203140.0,41.982795,-87.8217783333333,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,200012.0,41.9709966666667,-87.7892333333333,7,9,2011
2011-09-07,211600.0,41.9801766666667,-87.80999,7,9,2011
2011-09-07,201722.0,41.977661666666705,-87.7926816666667,7,9,2011
2011-09-07,,41.9852678762657,-87.811759018822,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,,41.9834437900616,-87.79524623844809,7,9,2011
2011-09-07,203812.0,41.973175,-87.798805,7,9,2011
2011-09-07,213240.0,41.985834999999994,-87.82257666666669,7,9,2011
2011-09-07,,41.99438830728621,-87.8086868736362,7,9,2011
2011-09-07,204750.0,41.97605,-87.8194666666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,195940.0,41.976434999999995,-87.8341716666667,7,9,2011
2011-09-07,205702.0,41.97619,-87.8047516666667,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,205906.0,41.975935,-87.8145016666667,7,9,2011
2011-09-07,,41.9851718717286,-87.788429916317,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,194432.0,41.98646,-87.794225,7,9,2011
2011-09-07,204900.0,41.97521333333329,-87.8177483333333,7,9,2011
2011-09-07,,41.9944363095547,-87.80695879196921,7,9,2011
2011-09-07,201422.0,41.979698333333296,-87.79034166666669,7,9,2011
2011-09-07,195742.0,41.96934,-87.7879783333333,7,9,2011
2011-09-07,200620.0,41.98009333333329,-87.8323533333333,7,9,2011
2011-09-07,205752.0,41.974298333333294,-87.8047783333333,7,9,2011
2011-09-07,211500.0,41.98036,-87.80904,7,9,2011
2011-09-07,,41.994196298211996,-87.8210234566481,7,9,2011
2011-09-07,,41.995300350388206,-87.80599874659859,7,9,2011
2011-08-29,191228.0,42.3898566666667,-88.09490500000001,29,8,2011
